Date,Amount,Description,Bank
11/08/2016,-4.33,INTERNATIONAL TRANSACTION FEE,BENDIGO
16/01/2016,-65.0,"RETAIL PURCHASE DELIVERY HERO, ULTIMO 1501 AUD000000006500",BENDIGO
04/08/2017,-3.43,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Mazur IO,g.co/helppay# 0208 AUD000000000343",BENDIGO
30/08/2016,-0.12,INTERNATIONAL TRANSACTION FEE,BENDIGO
17/10/2017,-29.81,"RETAIL PURCHASE COLES 08001, RANDWICK 1610 AUD000000002981",BENDIGO
14/05/2017,-31.73,"RETAIL PURCHASE POWERSHOP AUSTRALIA, MELBOURNE 1205 AUD000000003173",BENDIGO
13-09-2017,-3.5,Benchmark Espresso SYDNEY,ANZ
10/08/2017,-97.8,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 0808 AUD000000009780",BENDIGO
21/09/2016,-87.5,"RETAIL PURCHASE YMCA ITAC, PARRAMATTA 1909 AUD000000008750",BENDIGO
11/10/2016,300.0,E-BANKING TRANSFER 0111322743 00247011611301,BENDIGO
18/01/2017,-50.0,"RETAIL PURCHASE POWERSHOP AUSTRALIA, MELBOURNE 1401 AUD000000005000",BENDIGO
30/10/2015,-30.2,"RETAIL PURCHASE SANGEETHA AND AMITAV, COOGEE 2810 AUD000000003020",BENDIGO
13/09/2017,-6.99,LITTLE INDIA - HARRIS HARRIS PARK NS AUS Card xx7113 Value Date: 09/09/2017,CBA
04-09-2017,-25.0,AMAYSIM AUSTRALIA LIMI SYDNEY,ANZ
19/03/2016,-10.53,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 1703 USD000000000799",BENDIGO
02/02/2016,-22.0,"RETAIL PURCHASE AIMIA - Optus Perks, PYRMONT 0102 AUD000000002200",BENDIGO
10/03/2017,-9.0,"RETAIL PURCHASE THE TALL LEMONGRASS, HAYMARKET 0803 AUD000000000900",BENDIGO
08/04/2017,-21.0,"RETAIL PURCHASE QUARRY ST CAFE, ULTIMO 0704 AUD000000002100",BENDIGO
03/07/2016,-0.6,INTERNATIONAL TRANSACTION FEE,BENDIGO
23/02/2017,-0.14,INTERNATIONAL TRANSACTION FEE,BENDIGO
19/11/2015,-20.0,"RETAIL PURCHASE Glasgow Arms Hotel, Ultimo 1811 AUD000000002000",BENDIGO
29/08/2017,-19.23,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 25/08/2017,CBA
23/05/2017,-12.9,"RETAIL PURCHASE SFS SDAT2 MAD MEX, MASCOT 2105 AUD000000001290",BENDIGO
27/07/2016,-525.0,"RETAIL PURCHASE IKEA, TEMPE 2607 AUD000000052500",BENDIGO
14/09/2017,-14.50,TRUPT PL EDMONDSON PAR  AUS Card xx7113 Value Date: 09/09/2017,CBA
11/11/2016,1000.0,E-BANKING TRANSFER 0113051046 00247011611301,BENDIGO
13/06/2017,-5.00,SQ *WHITE HORSE COFFEE Sutherland NS AUS Card xx7113 Value Date: 10/06/2017,CBA
05-09-2017,-3.4,DONUT KING BCC BATHURST,ANZ
7/7/2017,-45.00,BIG W W0171 MIRANDA  AUS Card xx8731 Value Date: 06/07/2017,CBA
15/01/2017,-107.61,"RETAIL PURCHASE HFM BROADWAY, BROADWAY 1401 AUD000000010761",BENDIGO
29/08/2017,-14.3,"RETAIL PURCHASE MGM SPICES, SURRY HILLS 2808 AUD000000001430",BENDIGO
20/02/2016,-109.61,"RETAIL PURCHASE COLES 0839, BROADWAY 1902 AUD000000010961",BENDIGO
25/11/2016,-20.24,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 2411 USD000000001499",BENDIGO
22/02/2017,-59.0,"RETAIL PURCHASE HOYTS, SYDNEY 1802 AUD000000005900",BENDIGO
11/04/2017,-46.38,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 0804 AUD000000004638",BENDIGO
25/11/2015,-138.65,"RETAIL PURCHASE DOMINOS KENSINGTON, KENSINGTON 2311 AUD000000013865",BENDIGO
24/08/2016,1900.0,E-BANKING TRANSFER 0108811183 00247011611301,BENDIGO
8/6/2017,-40.00,TRANSPORT FOR NSW        SYDNEY       AU,CBA
20/06/2017,-80.17,"RETAIL PURCHASE WOOLWORTHS 1905, BROADWAY 1706 AUD000000008017",BENDIGO
01/03/2016,-59.0,"RETAIL PURCHASE MADE IN ITALY ANNAND,ANNANDALE 2802 AUD000000005900",BENDIGO
30/10/2016,-96.89,"RETAIL PURCHASE HFM BROADWAY, BROADWAY 2810 AUD000000009689",BENDIGO
30/10/2016,-87.5,"RETAIL PURCHASE IAN THORPE AQUATIC, ULTIMO 2810 AUD000000008750",BENDIGO
21/07/2017,-9.50,THE ROAST HOUSE DELI SYDNEY  AUS Card xx7113 Value Date: 20/07/2017,CBA
21/09/2016,-239.94,"RETAIL PURCHASE IKEA, TEMPE 1909 AUD000000023994",BENDIGO
14/10/2017,-4.5,"RETAIL PURCHASE MCDONALDS DARLING QTR, SYDNEY 1210 AUD000000000450",BENDIGO
05/06/2016,-8.0,"RETAIL PURCHASE UBER, SAN FRANCISCO 0306 AUD000000000800",BENDIGO
27/09/2016,-11.5,"RETAIL PURCHASE GOOSE BAKERY, FOREST LODGE 2409 AUD000000001150",BENDIGO
27/02/2016,-0.08,INTERNATIONAL TRANSACTION FEE,BENDIGO
22/03/2017,-40.0,"RETAIL PURCHASE CLEAN EXPRESS LAUNDE, ULTIMO 1903 AUD000000004000",BENDIGO
28-08-2017,-50.0,EXPERIENCE THIS SYDNEY,ANZ
27/07/2017,-15.5,"RETAIL PURCHASE Exchange Cafe, Randwick 2507 AUD000000001550",BENDIGO
23/09/2017,-4.50,CAFE 2232 SUTHERLAND NS AUS Card xx7113 Value Date: 20/09/2017,CBA
28/09/2017,-6.22,"RETAIL PURCHASE JOHNNY'S FRESH P/L, PYRMONT 2509 AUD000000000622",BENDIGO
28-08-2017,-3.0,QUAY PHARMACY SYDNEY,ANZ
06/05/2017,-6.5,"RETAIL PURCHASE AMAZON AUST SERVICES,MELBOURNE 0505 AUD000000000650",BENDIGO
29/04/2016,-271.08,BILL PAYMENT BPAY TO: SYDNEY WATER 0080773062,BENDIGO
09/11/2016,-142.0,"RETAIL PURCHASE CONSULATE GENERAL OF, SYDNEY 0811 AUD000000014200",BENDIGO
04/03/2016,-14.5,"RETAIL PURCHASE HOB QUA F B SER ,IMO NSW 0203 AUD000000001450",BENDIGO
16/06/2017,-4.80,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 14/06/2017,CBA
12/11/2015,-14.5,"RETAIL PURCHASE YUMMBA, KENSINGTON 1011 AUD000000001450",BENDIGO
04/05/2016,-40.0,"RETAIL PURCHASE TRANSPORT FOR NSW-,CHIPPENDALE 0205 AUD000000004000",BENDIGO
24/06/2017,-3.80,3K TRADING PTY LTD QPS SYDNEY  AUS Card xx7113 Value Date: 23/06/2017,CBA
11/06/2017,-28.61,"RETAIL PURCHASE ALDI STORES, BROADWAY 0806 AUD000000002861",BENDIGO
20/06/2017,-11.13,UBER TRIP CGB53 HELP.U 14518236738 AU AUS Card xx8731 Value Date: 15/06/2017,CBA
27/01/2016,-30.8,"RETAIL PURCHASE Brickfields, Chippendale 2601 AUD000000003080",BENDIGO
17/09/2016,-27.0,"RETAIL PURCHASE IAN THORPE AC, ULTIMO 1509 AUD000000002700",BENDIGO
4/8/2017,-19.47,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 02/08/2017,CBA
16/09/2017,-6.00,Deli Ziosa Sydney NS AUS Card xx7113 Value Date: 14/09/2017,CBA
14/06/2017,-4.51,"RETAIL PURCHASE ALDI STORES, BROADWAY 0906 AUD000000000451",BENDIGO
5/9/2017,-16.66,BUNNINGS 724000    QPS KIRRAWEE  AUS Card xx7113 Value Date: 02/09/2017,CBA
05/03/2016,-87.5,"RETAIL PURCHASE YMCA ITAC, PARRAMATTA 0403 AUD000000008750",BENDIGO
21/10/2015,-13.79,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 2010 USD000000000999",BENDIGO
22/05/2016,-39.99,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Google 1,g.co/payhelp# 2105 AUD000000003999",BENDIGO
31/01/2017,-9.0,"RETAIL PURCHASE COLES EXPRESS 1698, ULTIMO 3001 AUD000000000900",BENDIGO
30/08/2016,-3.88,"RETAIL PURCHASE-INTERNATIONAL Audible US, 888-283-5051 2708 USD000000000295",BENDIGO
23/10/2016,-29.0,"RETAIL PURCHASE Glasgow Arms Hotel, Ultimo 2210 AUD000000002900",BENDIGO
24/05/2016,-9.6,"RETAIL PURCHASE Gelato Messina - Star, Pyrmont 2205 AUD000000000960",BENDIGO
04/11/2015,-0.08,INTERNATIONAL TRANSACTION FEE,BENDIGO
22/12/2015,-67.8,"RETAIL PURCHASE BEACH BURRITO COMPAN, COOGEE 2012 AUD000000006780",BENDIGO
22/06/2017,-79.99,"Direct Debit 119218 VODAFONE T3,C275E,0",CBA
14/07/2017,-15.92,HJ VICTORY PTY LTD QPS SYLVANIA  AUS Card xx8731 Value Date: 13/07/2017,CBA
27/07/2017,-12.8,"RETAIL PURCHASE PIOIK BAKERY, PYRMONT 2507 AUD000000001280",BENDIGO
29/01/2017,-18.0,"RETAIL PURCHASE HOB QUA F&B SER ,IMO NSW 2701 AUD000000001800",BENDIGO
15/08/2017,-4.50,BIANCHINI'S ESPRESSO GYMEA NS AUS Card xx8731 Value Date: 11/08/2017,CBA
28/02/2017,-17.76,"RETAIL PURCHASE TARONGA ZOO, MOSMAN 2602 AUD000000001776",BENDIGO
3/8/2017,-8.80,HOK LAI PTY LTD    QPS HAYMARKET  AUS Card xx8731 Value Date: 02/08/2017,CBA
13/08/2017,-1.49,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Minecraf,g.co/helppay# 1108 AUD000000000149",BENDIGO
05/05/2017,-23.3,"RETAIL PURCHASE BURGER PROJECT BROADW,BROADWAY 0305 AUD000000002330",BENDIGO
4/7/2017,-7.30,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 30/06/2017,CBA
19/12/2015,-0.18,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Osmand, GOOGLE.COM/CH 1712 AUD000000000018",BENDIGO
07/09/2017,-10.19,"RETAIL PURCHASE JOHNNY'S FRESH P/L, PYRMONT 0409 AUD000000001019",BENDIGO
19/02/2016,-38.5,"RETAIL PURCHASE WESTSHELL PTY LTD, AUSTRAL 1702 AUD000000003850",BENDIGO
22/12/2016,-112.03,"RETAIL PURCHASE AGL RETAIL ENERGY,NORTH SYDNEY 2112 AUD000000011203",BENDIGO
27/09/2016,-156.0,"RETAIL PURCHASE SOUTHERN CROSS TRAVEL, SYDNEY 2509 AUD000000015600",BENDIGO
22/02/2017,-12.99,"RETAIL PURCHASE CHEMIST WAREHOUSE, RANDWICK 2102 AUD000000001299",BENDIGO
18/05/2016,-131.0,"RETAIL PURCHASE CITY RECITAL HALL LD, SYDNEY 1605 AUD000000013100",BENDIGO
13/02/2016,-45.66,"RETAIL PURCHASE COLES 08001, RANDWICK 1202 AUD000000004566",BENDIGO
19/09/2017,-7.16,ROMEOS FOODHALL SUTHER SUTHERLAND  AUS Card xx7113 Value Date: 18/09/2017,CBA
19/04/2017,-17.5,"RETAIL PURCHASE WOOLWORTHS 1905, BROADWAY 1504 AUD000000001750",BENDIGO
04/10/2016,-3.94,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 0210 USD000000000299",BENDIGO
16/02/2017,-72.0,"RETAIL PURCHASE GoGetCarshare, HAYMARKET 1502 AUD000000007200",BENDIGO
02/12/2015,-12.99,"RETAIL PURCHASE-INTERNATIONAL DROPBOX*56PWMWKT8,415-986-7057 3011 AUD000000001299",BENDIGO
22/10/2015,-592.67,"RETAIL PURCHASE GOGET, SYDNEY 2110 AUD000000059267",BENDIGO
14/09/2017,-4.50,FRANK AND BLANCO PL SUTHERLAND  AUS Card xx7113 Value Date: 13/09/2017,CBA
2/8/2017,-8.50,7-ELEVEN 2061 SYDNEY NS AUS Card xx7113 Value Date: 29/07/2017,CBA
24/12/2016,-3.69,"RETAIL PURCHASE-INTERNATIONAL CAREEM, LAHORE 2112 PKR000000027900",BENDIGO
23/11/2016,-11.99,"RETAIL PURCHASE KATHMANDU PTY LIMITE, SYDNEY 2111 AUD000000001199",BENDIGO
14/01/2017,-240.0,"RETAIL PURCHASE SKIN & CANCER FO,LINGHURST NSW 1301 AUD000000024000",BENDIGO
17/08/2017,-13.90,FORTUNATO & CO P L SUTHERLAND NS AUS Card xx7113 Value Date: 12/08/2017,CBA
8/9/2017,-10.00,SUNSHINE 11 PTY LTD MARTIN PLACE NS AUS Card xx7113 Value Date: 05/09/2017,CBA
30/08/2016,-0.12,INTERNATIONAL TRANSACTION FEE,BENDIGO
10/06/2016,500.0,E-BANKING TRANSFER 0105022722 00247011611301,BENDIGO
11/06/2017,-3.99,INTERNATIONAL TRANSACTION FEE,BENDIGO
25/06/2017,-6.4,"RETAIL PURCHASE KENNARDS SELF STORAGE, ULTIMO 2306 AUD000000000640",BENDIGO
08/06/2017,-2.0,"RETAIL PURCHASE-INTERNATIONAL STEAMPOWERED.COM, BELLEVUE 0206 USD000000000149",BENDIGO
15/12/2015,-0.37,INTERNATIONAL TRANSACTION FEE,BENDIGO
19/03/2016,-0.08,INTERNATIONAL TRANSACTION FEE,BENDIGO
23/06/2017,-65.62,OROTON QVB SYDNEY  AUS Card xx8731 Value Date: 19/06/2017,CBA
03/11/2016,-1.4,INTERNATIONAL TRANSACTION FEE,BENDIGO
6/7/2017,-3.50,THE ROAST HOUSE DELI SYDNEY  AUS Card xx7113 Value Date: 05/07/2017,CBA
10/01/2016,-10.0,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 0901 AUD000000001000",BENDIGO
16/03/2016,-10.0,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Triposo, g.co/payhelp# 1503 AUD000000001000",BENDIGO
23/02/2017,-90.06,"RETAIL PURCHASE COLES 08001, RANDWICK 2202 AUD000000009006",BENDIGO
06/04/2016,-93.46,"RETAIL PURCHASE-INTERNATIONAL BEIJ JING HUA LIAN ZON,Beijing 3103 CNY000000045980",BENDIGO
27/06/2017,-9.96,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 23/06/2017,CBA
7/6/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 05/06/2017,CBA
11/10/2017,-25.7,"RETAIL PURCHASE WOLESLEY MGT PTY LTD, ULTIMO 0610 AUD000000002570",BENDIGO
27/08/2017,-27.52,"RETAIL PURCHASE-INTERNATIONAL BOOKDEPOSITORY.CO,441452307905 2508 AUD000000002752",BENDIGO
30/08/2016,-5.19,"RETAIL PURCHASE-INTERNATIONAL Audible US, 888-283-5051 2708 USD000000000395",BENDIGO
17/03/2017,-59.7,"RETAIL PURCHASE CHINESE NORTH RESTAU,HAYMARKET 1403 AUD000000005970",BENDIGO
17/08/2017,-4.50,STARBUCKS TRANSPORT SYDNEY  AUS Card xx7113 Value Date: 15/08/2017,CBA
28/11/2015,-99.0,"RETAIL PURCHASE BEST AND LESS, RANDWICK 2511 AUD000000009900",BENDIGO
06/08/2016,-40.13,"RETAIL PURCHASE ALDI 066, BROADWAY 0408 AUD000000004013",BENDIGO
5/8/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 03/08/2017,CBA
7/7/2017,-40.00,TRANSPORT FOR NSW SYDNEY  AUS Card xx8731 Value Date: 05/07/2017,CBA
16/03/2017,-7.41,"RETAIL PURCHASE Woolworths, HAYMARKET 1403 AUD000000000741",BENDIGO
26/05/2017,-11.32,COLES 4789 SUTHERLAND AU AUS Card xx8731 Value Date: 24/05/2017,CBA
11/02/2016,-15.0,"RETAIL PURCHASE WOLESLEY MGT PTY,IMO NSW 0902 AUD000000001500",BENDIGO
29/07/2017,-0.38,INTERNATIONAL TRANSACTION FEE,BENDIGO
17/08/2017,-14.90,TRIPLE C MANAGEMENTQPS SYDNEY  AUS Card xx7113 Value Date: 16/08/2017,CBA
08/01/2016,-6.05,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Anishu I,GOOGLE.COM/CH 0601 AUD000000000605",BENDIGO
17/08/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 15/08/2017,CBA
30/05/2017,-66.0,"RETAIL PURCHASE MENULOG PTY LTD, SYDNEY 2805 AUD000000006600",BENDIGO
20/11/2016,-75.5,"RETAIL PURCHASE AGL RETAIL ENERGY,NORTH SYDNEY 1811 AUD000000007550",BENDIGO
22/06/2017,-5.7,"RETAIL PURCHASE BEN & JERRY'S BOND,BONDI BEACH 2006 AUD000000000570",BENDIGO
04/02/2017,-87.5,"RETAIL PURCHASE IAN THORPE AQUATIC, ULTIMO 0302 AUD000000008750",BENDIGO
12/7/2017,-7.30,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 10/07/2017,CBA
19/05/2017,-4.0,"RETAIL PURCHASE TASTE BAGUETTE DARLN, SYDNEY 1605 AUD000000000400",BENDIGO
16/07/2016,-7.5,"RETAIL PURCHASE JACOB ALEXANDER FAHD, SYDNEY 1507 AUD000000000750",BENDIGO
29/06/2017,-4.00,HOK LAI PTY LTD    QPS HAYMARKET  AUS Card xx8731 Value Date: 28/06/2017,CBA
28/05/2016,-4.16,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 2705 USD000000000299",BENDIGO
01/09/2016,-45.0,"RETAIL PURCHASE CLEAN EXPRESS LA,IMO NSW 3008 AUD000000004500",BENDIGO
20/12/2016,-2.72,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *Google St,855-492-5538 1812 USD000000000199",BENDIGO
30/08/2017,-6.40,BREADTOP TOWNHALL PT SYDNEY  AUS Card xx7113 Value Date: 29/08/2017,CBA
31/01/2017,-9.5,"RETAIL PURCHASE HAMILTONS HOSPIT,STRATHFIELD S 2901 AUD000000000950",BENDIGO
26/03/2017,-105.76,"RETAIL PURCHASE BUNDEENA IGA & LIQUO, BUNDEENA 2403 AUD000000010576",BENDIGO
29/03/2017,-18.18,"RETAIL PURCHASE THE ROSE HOTEL, CHIPPENDALE 2603 AUD000000001818",BENDIGO
19/01/2017,-13.35,"RETAIL PURCHASE POST BROADWAY-RET, GLEBE 1801 AUD000000001335",BENDIGO
18/05/2016,-451.91,"RETAIL PURCHASE GoGetCarshare, HAYMARKET 1705 AUD000000045191",BENDIGO
17/01/2017,-534.88,"RETAIL PURCHASE-INTERNATIONAL UDACITY, INC., 8778877815 1401 USD000000039900",BENDIGO
15/02/2017,-19.0,"RETAIL PURCHASE HOB QUA F&B SER ,IMO NSW 1202 AUD000000001900",BENDIGO
26/09/2017,-4.00,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 22/09/2017,CBA
29/10/2016,-31.25,"RETAIL PURCHASE SLHD QWPB, CAMPERDOWN 2710 AUD000000003125",BENDIGO
09/04/2016,-87.5,"RETAIL PURCHASE YMCA ITAC, PARRAMATTA 0604 AUD000000008750",BENDIGO
04/06/2016,-22.25,"RETAIL PURCHASE MCDONALDS SYDNEY,CIRCULAR QUAY 0106 AUD000000002225",BENDIGO
14/06/2016,-0.36,INTERNATIONAL TRANSACTION FEE,BENDIGO
23/01/2016,-25.2,"RETAIL PURCHASE GM CABS AUSTRALIA, MASCOT 2201 AUD000000002520",BENDIGO
03/05/2017,-16.0,"RETAIL PURCHASE PIOIK BAKERY, PYRMONT 3004 AUD000000001600",BENDIGO
23/09/2017,-50.00,TRANSPORT FOR NSW SYDNEY  AUS Card xx7113 Value Date: 21/09/2017,CBA
10/03/2017,-71.75,"RETAIL PURCHASE CITY OF SYDNEY OBG, SYDNEY 0903 AUD000000007175",BENDIGO
08/10/2017,-135.0,"RETAIL PURCHASE CLEAN EXPRESS LAUNDE, ULTIMO 0610 AUD000000013500",BENDIGO
29/01/2017,-19.99,"RETAIL PURCHASE HARBOURSIDE CELL,NEY NSW 2501 AUD000000001999",BENDIGO
11/11/2015,-26.75,"RETAIL PURCHASE KMART 1155, BROADWAY 1011 AUD000000002675",BENDIGO
25/08/2016,-126.06,"RETAIL PURCHASE COLES 0839, BROADWAY 2408 AUD000000012606",BENDIGO
27/10/2016,-4.35,"RETAIL PURCHASE COOGEE PAVILION, COOGEE 2410 AUD000000000435",BENDIGO
16/02/2017,-59.36,"RETAIL PURCHASE CHEMIST WAREHOUSE, RANDWICK 1502 AUD000000005936",BENDIGO
31/08/2016,-76.3,"RETAIL PURCHASE CHINESE NORTH RE,MARKET NSW 2808 AUD000000007630",BENDIGO
14/07/2017,-7.30,DELISSE SYDNEY NS AUS Card xx7113 Value Date: 12/07/2017,CBA
12/04/2017,-5.81,"RETAIL PURCHASE JOHNNY'S FRESH P/L, PYRMONT 0904 AUD000000000581",BENDIGO
25-09-2017,-5.8,CHOCOLAT AT THE QUAY SYDNEY,ANZ
12/01/2016,-13.28,"RETAIL PURCHASE-INTERNATIONAL BOOKDEPOSITORY.CO,441452307905 1001 AUD000000001328",BENDIGO
13/06/2017,-32.72,"RETAIL PURCHASE GAINWAY INTERNATI1,CHIPPENDALE 1006 AUD000000003272",BENDIGO
10/10/2015,-88.63,"RETAIL PURCHASE-INTERNATIONAL MINNIE MINORS, KARACHI 0810 PKR000000663000",BENDIGO
25/10/2016,2200.0,CREDIT TRANSFER 0112093270 00247011616601,BENDIGO
20/06/2017,-57.62,"RETAIL PURCHASE BP CNNCT S/HLS0965, REDFERN 1806 AUD000000005762",BENDIGO
22/03/2016,-27.87,"RETAIL PURCHASE-INTERNATIONAL STARBUCKS, BEIJING 2003 CNY000000013700",BENDIGO
29/08/2017,-35.0,"RETAIL PURCHASE ALH GROUP 8570 HARLEQU,PYRMONT 2508 AUD000000003500",BENDIGO
10/06/2017,-100.0,"RETAIL PURCHASE BROADWAY CAMERA HOUS, BROADWAY 0806 AUD000000010000",BENDIGO
22/08/2017,-147.31,"RETAIL PURCHASE HFM BROADWAY, BROADWAY 1908 AUD000000014731",BENDIGO
27/09/2017,-3.5,"RETAIL PURCHASE COLES EXPRESS 1698, ULTIMO 2109 AUD000000000350",BENDIGO
31/10/2015,-23.69,"RETAIL PURCHASE-INTERNATIONAL Amazon Services-K,866-321-8851 3010 USD000000001674",BENDIGO
19/11/2015,-14.0,"RETAIL PURCHASE NIELSEN PARK CAFE AND,VAUCLUSE 1811 AUD000000001400",BENDIGO
17/02/2016,-6.3,"RETAIL PURCHASE STARBUCKS COCKLE BAY, SYDNEY 1402 AUD000000000630",BENDIGO
17/10/2015,-46.05,"RETAIL PURCHASE-INTERNATIONAL CRESCENT BAHUMAN LTD, Karachi 0810 PKR000000349000",BENDIGO
19/02/2016,-17.8,"RETAIL PURCHASE THUMB UP FOOD GROUP PT, SYDNEY 1702 AUD000000001780",BENDIGO
03/09/2017,-87.5,"RETAIL PURCHASE IAN THORPE AQUATIC, ULTIMO 0109 AUD000000008750",BENDIGO
21/06/2017,-59.46,CHEMIST WAREHOUSE BURWOOD NS AUS Card xx8731 Value Date: 18/06/2017,CBA
27/09/2017,-10.0,"RETAIL PURCHASE SUSHIROLL UNSW PL, KENSINGTON 2509 AUD000000001000",BENDIGO
10/03/2016,-55.17,"RETAIL PURCHASE AMAYSIM AUSTRALIA LIMI, SYDNEY 0803 AUD000000005517",BENDIGO
16/08/2016,-374.27,"RETAIL PURCHASE-INTERNATIONAL SITE5.COM WEB HOS,888-748-3526 1408 USD000000028680",BENDIGO
11/12/2015,-34.0,"RETAIL PURCHASE INNER CITY CYCLE,BE NSW 0912 AUD000000003400",BENDIGO
05/11/2015,-16.97,"RETAIL PURCHASE COLES EXPRESS 1698, ULTIMO 0411 AUD000000001697",BENDIGO
14/09/2017,-49.98,CITY BEACH HURSTVILLE NS AUS Card xx8731 Value Date: 11/09/2017,CBA
19/03/2016,-21.5,"RETAIL PURCHASE LIQUORLAND, GLEBE 1803 AUD000000002150",BENDIGO
12/10/2016,-200.0,E-BANKING TRANSFER 0111415699 00247011611301,BENDIGO
18/06/2016,-20.5,"RETAIL PURCHASE MENULOG PTY LTD, SYDNEY 1706 AUD000000002050",BENDIGO
02/03/2016,-0.72,"RETAIL PURCHASE-INTERNATIONAL GOOGLE *SELLER, GOOGLE.COM/CH 0103 AUD000000000072",BENDIGO
23/11/2016,-7.1,"RETAIL PURCHASE MCDONALDS DARLING QTR, SYDNEY 2111 AUD000000000710",BENDIGO
26/10/2016,-8.8,"RETAIL PURCHASE THE CENTENNIAL HOMESTE, SYDNEY 2310 AUD000000000880",BENDIGO
19/08/2016,-24.4,"RETAIL PURCHASE GALLUZZO FRUITERERS, GLEBE 1708 AUD000000002440",BENDIGO
24/03/2017,-19.95,"RETAIL PURCHASE JUST CUTS RANDWICK, RANDWICK 2303 AUD000000001995",BENDIGO
20/07/2017,-500.00,DEFT RENT            NetBank BPAY 4481 26169508 1 9 gray week rent,CBA
09/02/2016,-13.45,"RETAIL PURCHASE TURRAMURRA SUPERMAR,TURRAMURRA 0602 AUD000000001345",BENDIGO
27/07/2017,-87.5,"RETAIL PURCHASE IAN THORPE AQUATIC, ULTIMO 2407 AUD000000008750",BENDIGO
08/06/2017,85.47,"RETAIL PURCHASE RETURN AMAZON MKTPLACE PM1,AMAZON.COM 0606 AUD000000008547",BENDIGO
22/08/2017,-16.99,COLES 4789 SUTHERLAND AU AUS Card xx7113 Value Date: 18/08/2017,CBA
16/09/2016,-8.95,"RETAIL PURCHASE PAYPAL *UTEKPACIFIC,4029357733 1409 AUD000000000895",BENDIGO
06/08/2017,-35.0,"RETAIL PURCHASE EMIRATES LEISURE RETAI, MASCOT 0308 AUD000000003500",BENDIGO
10/06/2017,-41.98,"RETAIL PURCHASE YAN ZHOU, ULTIMO 0706 AUD000000004198",BENDIGO
31/10/2015,-39.17,"RETAIL PURCHASE WWW.UBER.COM, MOSMAN NSW 2910 AUD000000003917",BENDIGO
24/03/2017,-13.0,"RETAIL PURCHASE Exchange Cafe, Randwick 2303 AUD000000001300",BENDIGO
19/08/2017,-9.0,"RETAIL PURCHASE UNICAFE, KENSINGTON 1708 AUD000000000900",BENDIGO
20/11/2016,-13.0,"RETAIL PURCHASE DJC COMPANY PTY LTD, SYDNEY 1811 AUD000000001300",BENDIGO
03/09/2017,-67.9,"RETAIL PURCHASE HFM BROADWAY, BROADWAY 0109 AUD000000006790",BENDIGO
30/12/2015,-0.6,INTERNATIONAL TRANSACTION FEE,BENDIGO
08/03/2016,-15.63,"RETAIL PURCHASE UBER, SAN FRANCISCO 0503 AUD000000001563",BENDIGO
06/11/2015,-37.92,"RETAIL PURCHASE COLES 0839, BROADWAY 0511 AUD000000003792",BENDIGO
27/02/2016,-2.4,"RETAIL PURCHASE CITYOFSYDNEYPARKINGTX, SYDNEY 2602 AUD000000000240",BENDIGO
03/11/2015,-56.35,"RETAIL PURCHASE COOGEE PAVILION, COOGEE 3110 AUD000000005635",BENDIGO
13/03/2016,-18.9,"RETAIL PURCHASE TAP HOUSE - T2, MASCOT 1003 AUD000000001890",BENDIGO
29/04/2017,-12.0,"RETAIL PURCHASE MCDONALDSCAMPERDOWN,CAMPERDOWN 2604 AUD000000001200",BENDIGO
19/11/2016,-10.0,"RETAIL PURCHASE Fratelli Famous, Sydney 1811 AUD000000001000",BENDIGO
28/06/2017,-6.40,SUSHI HUB TOWN HALL SYDNEY NS AUS Card xx7113 Value Date: 26/06/2017,CBA
08/07/2016,-15.32,"RETAIL PURCHASE UBER, SAN FRANCISCO 0607 AUD000000001532",BENDIGO
